lexiconId,referenceId,citationNote,topicCategory,displayOrder,createdAt,lexicon,reference
"25","1","RESOURCE","""2025-11-06T07:51:11.884Z""","{""leksikonId"":25,""slug"":""bokor"",""kataLeksikon"":""bokor"",""ipa"":""(bOkOr)"",""transliterasi"":""(bOkOr)"",""maknaEtimologi"":""bokor : KN. metalen kom met een rand van onder als voetstuk BTDj. 12, (vrg. cêmung). Vlg. ZG. XVIII, 139 ter reiniging der vingers vóor en na het eten. pangombèn nèng °, BG. 250. gêlung bokor mêngkurêp = ° bokoran, zie ben. Vlg. anderen heet dit gêlung bukur kumurêp, Wk., van bukur, I. waluh bokor, zie waluh. jêruk bokor, een soort jěruk met zeer losse schil Rh. — bokoran, op de wijze van een bòkòr: en bijzondere wijze van opmaken van het haar, gebruikelijk als bruidskapsel. Sumber: Javaansch-Nederlandsch Handwoordenboek, Gericke en Roorda, 1901, #918."",""maknaKultural"":""Bokor adalah wadah berbentuk mangkuk besar, biasanya terbuat dari tembaga atau kuningan, yang digunakan untuk membawa sesaji atau persembahan dalam upacara adat. Dalam pernikahan Tengger, mempelai perempuan memberikan bokor berisi sirih, tembakau, dan perlengkapannya kepada mempelai pria sebagai bagian dari pertukaran hadiah pernikahan (asrah pengantèn) (Jasper, 1928: 71)."",""commonMeaning"":""Bokor adalah wadah berbentuk mangkuk besar, biasanya dari logam seperti tembaga atau kuningan, dengan kaki penyangga di bagian bawah. Dalam budaya Jawa dan Tengger, bokor digunakan untuk membawa air, bunga, atau sesaji dalam upacara ritual, serta menjadi wadah persembahan simbolis. Pada adat pernikahan Tengger, bokor berfungsi sebagai media pertukaran antar mempelai, berisi sirih, tembakau, dan perlengkapan lain dalam prosesi asrah pengantèn."",""translation"":""Bokor is a large bowl-shaped container, usually made of metal such as copper or brass, with a supporting standers at the bottom. In Javanese and Tengger culture, bokor is used to carry water, flowers, or ritual offerings, and also serves as symbolic presentations. In Tengger wedding customs, bokor functions as a medium of exchange between the bride and groom, containing betel leaves, tobacco, and other items in the wedding procession called asrah pengantèn."",""varian"":""Belum ditemukan varian atau sinonim dari bokor wilayah yang lain."",""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":9,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""PUBLISHED"",""createdAt"":""2025-11-06T05:58:25.407Z"",""updatedAt"":""2025-11-06T05:58:25.407Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"67","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":67,""slug"":""keling-gunajaya"",""kataLeksikon"":""keling gunajaya"",""ipa"":""kêling gunajaya"",""transliterasi"":""kêling gunajaya"",""maknaEtimologi"":""NaN"",""maknaKultural"":""Salah satu dari keberagaman kebudayaan Jawa subetnik Ponoragan (Sugianto, 2024: 6)."",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:39:59.708Z"",""updatedAt"":""2025-11-12T07:39:59.708Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"69","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":69,""slug"":""reog-obyok"",""kataLeksikon"":""Reog obyok"",""ipa"":""reog ObyOk"",""transliterasi"":""reog ObyOk"",""maknaEtimologi"":""NaN"",""maknaKultural"":""reog yang terkenal dengan nuansa kerakyatan dan menonjolkan sisi hiburan. pentas Reog ini dilakukan dimanapun, kapanpun, dan untuk keperluan apapun. reog obyok ini merupakan versi dari reog variasi wengker (Iman, 2017; Sugiyanto, 2024)."",""commonMeaning"":""Reog Obyog adalah bentuk kesenian Reog Ponorogo versi aliran Wengker yang bersifat partisipatif dan menghibur, ditampilkan di ruang terbuka seperti alun-alun atau halaman rumah untuk acara hajatan atau bersih desa, dengan penekanan pada kebersamaan antara penari dan penonton tanpa struktur pagelaran yang ketat."",""translation"":""Reog Obyog is a participatory and entertaining form of the Wengker-style Reog Ponorogo, typically performed in open spaces such as village squares or home courtyards during celebrations or village cleansing rituals. It emphasizes togetherness between the dancers and the audience, without a rigid performance structure."",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""PUBLISHED"",""createdAt"":""2025-11-12T07:40:01.129Z"",""updatedAt"":""2025-11-12T07:40:01.129Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"70","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":70,""slug"":""reog-festival"",""kataLeksikon"":""Reog festival"",""ipa"":""reog festival "",""transliterasi"":""reog festival "",""maknaEtimologi"":""NaN"",""maknaKultural"":""Reog yang diselenggarakan di atas panggung alun-alun dan memiliki aturan mengikat dari jumlah rombongan, instruem yang digunakan, sampai variasi alat-alt tambahan yang digunakan. biasanya dilakukan pada tangga 1 suro (Harsono, 2022). "",""commonMeaning"":""Reog Festival adalah pertunjukan Reog versi aliran Bantarangin yang digelar dalam acara tahunan di Ponorogo, menampilkan berbagai kelompok dari berbagai daerah dengan aturan dan pakem yang ketat sebagai ajang promosi dan pelestarian seni budaya Reog."",""translation"":""The Reog Festival is an annual event held in Ponorogo to celebrate and promote Reog art. The festival showcases various Reog performance groups from different regions and serves as an important platform for cultural expression and preservation."",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""PUBLISHED"",""createdAt"":""2025-11-12T07:40:01.839Z"",""updatedAt"":""2025-11-12T07:40:01.839Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"94","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":94,""slug"":""perguron"",""kataLeksikon"":""perguron"",""ipa"":""pergurOn"",""transliterasi"":""pergurOn"",""maknaEtimologi"":""NaN"",""maknaKultural"":""(tempat mempelajari pengetahuan kebatinan/esoteris) yang mengajarkan ilmu kekebalan (tubuh), silat, dan ilmu kesempurnaan kepada pemuda lokal dengan harapan hal ini akan membentuk basis bagi suatu kebangkitan kembali Kerajaan Majapahit."",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:18.867Z"",""updatedAt"":""2025-11-12T07:40:18.867Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"89","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":89,""slug"":""ukel-cakar-merak-‘ukel-kuku-merak’"",""kataLeksikon"":""ukel cakar merak ‘ukel kuku merak.’"",""ipa"":""ukêl cakar mêrak"",""transliterasi"":""ukêl cakar mêrak"",""maknaEtimologi"":""NaN"",""maknaKultural"":""ukel cakar merak ‘ukel kuku merak.’ yang menggambarkan posisi jongkok, tetapi lutut kedua-duanya tidak me nyentuh tanah dan kaki kiri di depan kuda-kuda"",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:15.320Z"",""updatedAt"":""2025-11-12T07:40:15.320Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"90","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":90,""slug"":""merak-nothal"",""kataLeksikon"":""Merak nothal "",""ipa"":""mêrak nothal"",""transliterasi"":""mêrak nothal"",""maknaEtimologi"":""NaN"",""maknaKultural"":""Merak nothal terwujud dengan gerakan ngebat-ngebat ‘kipas-kipas’ ke belakang kemudian kedua puncak dhadak saling diadu."",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:16.030Z"",""updatedAt"":""2025-11-12T07:40:16.030Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"91","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":91,""slug"":""brangkangan"",""kataLeksikon"":""Brangkangan "",""ipa"":""brangkangan"",""transliterasi"":""brangkangan"",""maknaEtimologi"":""NaN"",""maknaKultural"":""Brangkangan yang menggambarkan harimau berjalan disertai torehan ke kanan dan ke kiri sebagai bentuk kewaspadaan,"",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:16.739Z"",""updatedAt"":""2025-11-12T07:40:16.739Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"92","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":92,""slug"":""ukel-siung-‘ukel-taring’"",""kataLeksikon"":""ukel siung ‘ukel taring’ "",""ipa"":""ukêl siung"",""transliterasi"":""ukêl siung"",""maknaEtimologi"":""NaN"",""maknaKultural"":""ukel siung ‘ukel taring’ yang menggambarkan posisi kedua tangan mencengkeram seperti harimau yang mengeluarkan senjata taring dan kuku sebagai bentuk unjuk kekuatan."",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":12,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:17.448Z"",""updatedAt"":""2025-11-12T07:40:17.448Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
"107","1","","""2025-11-18T08:57:48.052Z""","{""leksikonId"":107,""slug"":""semedi"",""kataLeksikon"":""Semedi"",""ipa"":""sêmedi"",""transliterasi"":""sêmedi"",""maknaEtimologi"":""NaN"",""maknaKultural"":""Semedi ini dalam rangka untuk mendekatkan diri kepada sang pencipta dengan melaku kan dzikir atau tadabur alam di berbagai tempat yang dianggap dapat mengantarkan kepada puncak kenikmatan dengan mendekatkan diri kepada Sang Mahakuasa. Ada beberapa tempat yang digunakan untuk semadi oleh warok Ponorogo, di antaranya Watu Dukun Sampung Ponorogo, Goa Lawa Sampung, Petilasan Sunan Kumbul Sawoo, dan beberapa tempat lainnya yang tersebar di Ponorogo. Tempat-tempat itu biasanya menjadi tempat penggemblengan spiritual."",""commonMeaning"":""NaN"",""translation"":""NaN"",""varian"":null,""translationVarians"":null,""deskripsiLain"":null,""domainKodifikasiId"":13,""statusPreservasi"":""MAINTAINED"",""contributorId"":1,""status"":""DRAFT"",""createdAt"":""2025-11-12T07:40:28.277Z"",""updatedAt"":""2025-11-12T07:40:28.277Z""}","{""referensiId"":1,""judul"":""Tall Tree, Nest of the Wind - The Javanese Shadow-play Dewa Ruci Performed by Ki Anom Soeroto: A Study in Performance Philology"",""tipeReferensi"":""ARTIKEL"",""penjelasan"":""Cultural linguistic studies in Central Java"",""url"":""https://www.jstor.org/stable/j.ctv1xz088"",""penulis"":""Bernard Arps"",""tahunTerbit"":""2023"",""status"":""DRAFT"",""createdAt"":""2025-11-06T06:50:00.009Z"",""updatedAt"":""2025-11-06T06:50:00.009Z""}"
